iter	Passed	Remaining
1678	10300	31080
1679	10307	31074
1680	10312	31066
1681	10324	31078
1682	10331	31075
1683	10338	31070
1684	10346	31069
1685	10349	31054
1686	10356	31050
1687	10363	31048
1688	10367	31034
1689	10376	31037
1690	10382	31029
1691	10387	31021
1692	10396	31024
1693	10401	31012
1694	10404	30999
1695	10414	31003
1696	10418	30992
1697	10422	30979
1698	10429	30975
1699	10436	30970
1700	10440	30959
1701	10449	30960
1702	10456	30958
1703	10459	30943
1704	10468	30943
1705	10490	30986
1706	10494	30972
1707	10502	30973
1708	10509	30967
1709	10512	30952
1710	10518	30947
1711	10526	30947
1712	10531	30936
1713	10534	30920
1714	10545	30928
1715	10550	30918
1716	10557	30916
1717	10563	30910
1718	10568	30898
1719	10574	30894
1720	10582	30893
1721	10586	30879
1722	10591	30871
1723	10598	30868
1724	10604	30860
1725	10610	30854
1726	10618	30851
1727	10621	30838
1728	10626	30829
1729	10633	30824
1730	10639	30817
1731	10641	30800
1732	10647	30794
1733	10653	30787
1734	10658	30778
1735	10665	30773
1736	10673	30772
1737	10676	30757
1738	10685	30761
1739	10691	30752
1740	10695	30740
1741	10704	30742
1742	10708	30730
1743	10712	30717
1744	10720	30716
1745	10724	30705
1746	10728	30693
1747	10738	30697
1748	10741	30681
1749	10746	30673
1750	10754	30673
1751	10757	30658
1752	10763	30650
1753	10770	30648
1754	10773	30631
1755	10781	30630
1756	10787	30625
1757	10790	30609
1758	10798	30609
1759	10805	30604
1760	10809	30592
1761	10818	30595
1762	10821	30580
1763	10824	30566
1764	10831	30561
1765	10836	30552
1766	10839	30537
1767	10845	30529
1768	10850	30522
1769	10854	30509
1770	10857	30493
1771	10864	30490
1772	10870	30482
1773	10872	30466
1774	10877	30457
1775	10885	30455
1776	10888	30441
1777	10891	30426
1778	10898	30422
1779	10904	30416
1780	10907	30402
1781	10915	30400
1782	10921	30393
1783	10924	30377
1784	10929	30370
1785	10937	30368
1786	10939	30352
1787	10944	30341
1788	10952	30339
1789	10955	30326
1790	10959	30314
1791	10966	30310
1792	10972	30304
1793	10976	30291
1794	10984	30291
1795	10989	30283
1796	10993	30269
1797	10998	30262
1798	11007	30263
1799	11011	30250
1800	11021	30254
1801	11027	30248
1802	11030	30234
1803	11036	30227
1804	11044	30227
1805	11047	30213
1806	11053	30206
1807	11061	30205
1808	11064	30191
1809	11071	30187
1810	11078	30181
1811	11082	30169
1812	11091	30172
1813	11096	30164
1814	11100	30150
1815	11105	30143
1816	11112	30139
1817	11119	30134
1818	11126	30131
1819	11135	30134
1820	11140	30124
1821	11147	30119
1822	11153	30114
1823	11157	30101
1824	11162	30094
1825	11171	30095
1826	11175	30082
1827	11182	30079
1828	11188	30073
1829	11197	30073
1830	11203	30067
1831	11210	30065
1832	11216	30057
1833	11219	30043
1834	11226	30038
1835	11236	30043
1836	11240	30031
1837	11246	30026
1838	11254	30024
1839	11257	30009
1840	11261	29997
1841	11268	29994
1842	11274	29987
1843	11279	29978
1844	11282	29963
1845	11290	29963
1846	11295	29954
1847	11298	29939
1848	11304	29933
1849	11311	29928
1850	11314	29914
1851	11317	29900
1852	11327	29904
1853	11332	29897
1854	11335	29882
1855	11338	29866
1856	11341	29851
1857	11344	29837
1858	11347	29823
1859	11349	29808
1860	11352	29794
1861	11356	29781
1862	11360	29770
1863	11365	29761
1864	11368	29747
1865	11371	29733
1866	11376	29722
1867	11379	29709
1868	11382	29696
1869	11385	29681
1870	11388	29667
1871	11391	29653
1872	11394	29639
1873	11397	29623
1874	11400	29609
1875	11402	29595
1876	11405	29581
1877	11409	29567
1878	11412	29553
1879	11414	29539
1880	11417	29525
1881	11420	29510
1882	11425	29500
1883	11428	29486
1884	11431	29472
1885	11434	29458
1886	11437	29446
1887	11440	29432
1888	11444	29418
1889	11447	29405
1890	11449	29390
1891	11452	29376
1892	11456	29363
1893	11459	29350
1894	11462	29336
1895	11465	29323
1896	11468	29310
1897	11472	29296
1898	11474	29281
1899	11477	29267
1900	11480	29253
1901	11483	29240
1902	11486	29225
1903	11488	29210
1904	11491	29196
1905	11494	29181
1906	11497	29168
1907	11499	29153
1908	11503	29140
1909	11505	29126
1910	11509	29112
1911	11511	29099
1912	11515	29086
1913	11518	29072
1914	11521	29059
1915	11524	29045
1916	11527	29031
1917	11530	29017
1918	11532	29002
1919	11535	28989
1920	11538	28975
1921	11541	28961
1922	11544	28948
1923	11547	28933
1924	11549	28919
1925	11552	28905
1926	11555	28891
1927	11557	28876
1928	11560	28862
1929	11563	28848
1930	11566	28834
1931	11568	28820
1932	11571	28805
1933	11574	28791
1934	11577	28779
1935	11580	28765
1936	11583	28751
1937	11585	28737
1938	11588	28724
1939	11591	28710
1940	11594	28696
1941	11597	28683
1942	11600	28668
1943	11603	28655
1944	11606	28642
1945	11609	28630
1946	11612	28617
1947	11615	28604
1948	11618	28590
1949	11622	28578
1950	11625	28565
1951	11628	28553
1952	11632	28541
1953	11634	28526
1954	11637	28514
1955	11641	28501
1956	11644	28488
1957	11646	28475
1958	11649	28461
1959	11653	28450
1960	11656	28437
1961	11662	28432
1962	11667	28422
1963	11671	28412
1964	11674	28399
1965	11679	28391
1966	11683	28379
1967	11687	28369
1968	11694	28364
1969	11696	28351
1970	11700	28338
1971	11703	28327
1972	11707	28315
1973	11711	28304
1974	11714	28291
1975	11717	28278
1976	11720	28267
1977	11723	28254
1978	11726	28241
1979	11729	28228
1980	11733	28218
1981	11738	28207
1982	11741	28196
1983	11744	28183
1984	11747	28170
1985	11750	28157
1986	11754	28145
1987	11762	28146
1988	11766	28135
1989	11769	28122
1990	11772	28109
1991	11775	28097
1992	11779	28086
1993	11782	28073
1994	11785	28061
1995	11789	28049
1996	11792	28038
1997	11795	28024
1998	11799	28014
1999	11802	28001
2000	11806	27991
2001	11810	27981
2002	11815	27972
2003	11818	27959
2004	11822	27949
2005	11826	27938
2006	11829	27926
2007	11833	27915
2008	11836	27903
2009	11840	27893
2010	11843	27879
2011	11847	27869
2012	11851	27859
2013	11854	27847
2014	11857	27834
2015	11860	27821
2016	11863	27808
2017	11866	27795
2018	11869	27784
2019	11873	27772
2020	11876	27760
2021	11879	27748
2022	11882	27736
2023	11886	27724
2024	11889	27712
2025	11893	27701
2026	11896	27689
2027	11899	27676
2028	11902	27664
2029	11906	27653
2030	11909	27641
2031	11912	27630
2032	11916	27619
2033	11919	27607
2034	11923	27596
2035	11926	27584
2036	11929	27571
2037	11932	27558
2038	11935	27547
2039	11938	27535
2040	11941	27522
2041	11945	27511
2042	11948	27498
2043	11951	27488
2044	11955	27476
2045	11958	27465
2046	11962	27455
2047	11966	27443
2048	11969	27432
2049	11973	27422
2050	11976	27409
2051	11979	27397
2052	11983	27387
2053	11986	27374
2054	11989	27363
2055	11992	27350
2056	11995	27338
2057	11999	27327
2058	12003	27318
2059	12007	27308
2060	12010	27296
2061	12013	27284
2062	12017	27273
2063	12020	27260
2064	12023	27249
2065	12027	27238
2066	12030	27227
2067	12033	27215
2068	12037	27204
2069	12040	27193
2070	12043	27181
2071	12048	27171
2072	12051	27161
2073	12055	27151
2074	12058	27139
2075	12062	27128
2076	12065	27117
2077	12068	27105
2078	12071	27093
2079	12074	27080
2080	12078	27070
2081	12081	27059
2082	12085	27048
2083	12088	27036
2084	12092	27026
2085	12096	27015
2086	12099	27003
2087	12102	26993
2088	12106	26983
2089	12110	26972
2090	12113	26961
2091	12116	26949
2092	12119	26936
2093	12122	26926
2094	12126	26914
2095	12129	26903
2096	12132	26891
2097	12135	26879
2098	12138	26867
2099	12142	26859
2100	12146	26849
2101	12149	26837
2102	12152	26825
2103	12157	26817
2104	12162	26809
2105	12166	26799
2106	12169	26787
2107	12172	26776
2108	12176	26765
2109	12179	26755
2110	12183	26744
2111	12187	26734
2112	12191	26724
2113	12194	26714
2114	12198	26703
2115	12201	26693
2116	12205	26681
2117	12208	26670
2118	12211	26659
2119	12215	26649
2120	12218	26638
2121	12222	26628
2122	12226	26617
2123	12229	26607
2124	12233	26596
2125	12236	26584
2126	12238	26571
2127	12242	26560
2128	12244	26547
2129	12247	26536
2130	12250	26524
2131	12253	26512
2132	12256	26501
2133	12259	26489
2134	12262	26478
2135	12265	26467
2136	12268	26455
2137	12272	26444
2138	12274	26431
2139	12277	26420
2140	12280	26408
2141	12283	26396
2142	12286	26385
2143	12289	26373
2144	12292	26361
2145	12294	26348
2146	12298	26337
2147	12300	26325
2148	12303	26313
2149	12306	26301
2150	12309	26289
2151	12312	26278
2152	12315	26266
2153	12318	26254
2154	12321	26243
2155	12323	26231
2156	12326	26219
2157	12329	26206
2158	12331	26194
2159	12335	26184
2160	12338	26172
2161	12340	26160
2162	12343	26148
2163	12346	26136
2164	12349	26124
2165	12352	26114
2166	12355	26101
2167	12357	26088
2168	12359	26075
2169	12362	26063
2170	12364	26051
2171	12384	26073
2172	12387	26063
2173	12391	26054
2174	12394	26043
2175	12397	26031
2176	12401	26021
2177	12403	26009
2178	12407	25998
2179	12410	25986
2180	12413	25976
2181	12415	25963
2182	12418	25952
2183	12422	25942
2184	12425	25932
2185	12428	25921
2186	12432	25910
2187	12435	25900
2188	12439	25890
2189	12443	25882
2190	12447	25871
2191	12450	25860
2192	12453	25848
2193	12455	25837
2194	12458	25825
2195	12461	25814
2196	12465	25804
2197	12468	25793
2198	12472	25783
2199	12475	25772
2200	12477	25760
2201	12480	25749
2202	12484	25739
2203	12488	25729
2204	12490	25718
2205	12494	25708
2206	12497	25696
2207	12499	25684
2208	12502	25673
2209	12506	25663
2210	12509	25651
2211	12512	25641
2212	12515	25629
2213	12521	25624
2214	12524	25614
2215	12527	25602
2216	12529	25590
2217	12533	25580
2218	12535	25568
2219	12539	25559
2220	12542	25548
2221	12545	25536
2222	12548	25525
2223	12551	25514
2224	12554	25503
2225	12556	25491
2226	12559	25480
2227	12562	25469
2228	12565	25457
2229	12568	25446
2230	12571	25435
2231	12574	25425
2232	12577	25414
2233	12581	25405
2234	12584	25394
2235	12587	25383
2236	12591	25373
2237	12594	25362
2238	12596	25351
2239	12599	25339
2240	12602	25328
2241	12604	25316
2242	12608	25306
2243	12612	25297
2244	12615	25287
2245	12618	25275
2246	12621	25265
2247	12624	25254
2248	12627	25244
2249	12630	25233
2250	12633	25222
2251	12636	25212
2252	12641	25203
2253	12644	25194
2254	12648	25184
2255	12651	25174
2256	12654	25163
2257	12657	25152
2258	12660	25142
2259	12663	25131
2260	12666	25121
2261	12670	25111
2262	12673	25100
2263	12676	25089
2264	12679	25078
2265	12681	25067
2266	12684	25056
2267	12688	25046
2268	12690	25035
2269	12694	25024
2270	12697	25014
2271	12699	25003
2272	12703	24992
2273	12706	24982
2274	12709	24972
2275	12713	24962
2276	12716	24953
2277	12720	24943
2278	12723	24932
2279	12725	24921
2280	12729	24911
2281	12732	24901
2282	12735	24890
2283	12738	24879
2284	12741	24870
2285	12744	24859
2286	12748	24849
2287	12751	24840
2288	12754	24829
2289	12757	24818
2290	12761	24809
2291	12764	24800
2292	12767	24789
2293	12770	24779
2294	12773	24768
2295	12777	24758
2296	12780	24748
2297	12783	24737
2298	12786	24727
2299	12789	24717
2300	12793	24708
2301	12796	24697
2302	12798	24685
2303	12801	24675
2304	12804	24664
2305	12807	24655
2306	12810	24644
2307	12814	24634
2308	12817	24625
2309	12820	24615
2310	12824	24605
2311	12827	24594
2312	12833	24590
2313	12837	24581
2314	12840	24570
2315	12843	24560
2316	12846	24550
2317	12849	24541
2318	12853	24531
2319	12855	24520
2320	12858	24509
2321	12861	24498
2322	12864	24488
2323	12868	24480
2324	12871	24470
2325	12875	24460
2326	12878	24450
2327	12881	24440
2328	12884	24430
2329	12887	24420
2330	12890	24410
2331	12894	24400
2332	12897	24390
2333	12900	24380
2334	12903	24370
2335	12906	24359
2336	12909	24348
2337	12912	24338
2338	12914	24328
2339	12917	24317
2340	12920	24306
2341	12923	24297
2342	12927	24287
2343	12930	24277
2344	12933	24268
2345	12937	24259
2346	12940	24248
2347	12944	24240
2348	12947	24230
2349	12951	24222
2350	12955	24213
2351	12958	24203
2352	12960	24192
2353	12963	24181
2354	12966	24170
2355	12969	24160
2356	12972	24151
2357	12976	24141
2358	12979	24131
2359	12981	24121
2360	12984	24110
2361	12988	24101
2362	12991	24091
2363	12994	24081
2364	12997	24071
2365	13000	24061
2366	13003	24051
2367	13006	24041
2368	13009	24030
2369	13013	24021
2370	13016	24012
2371	13019	24002
2372	13022	23992
2373	13026	23983
2374	13028	23973
2375	13032	23963
2376	13037	23957
2377	13040	23947
2378	13042	23936
2379	13046	23927
2380	13050	23918
2381	13053	23910
2382	13056	23899
2383	13060	23890
2384	13063	23880
2385	13066	23871
2386	13070	23863
2387	13073	23853
2388	13077	23844
2389	13080	23835
2390	13084	23825
2391	13087	23815
2392	13090	23807
2393	13093	23797
2394	13097	23788
2395	13100	23779
2396	13104	23770
2397	13107	23760
2398	13109	23749
2399	13112	23739
2400	13115	23729
2401	13119	23721
2402	13124	23714
2403	13128	23706
2404	13131	23696
2405	13135	23689
2406	13139	23681
2407	13143	23672
2408	13146	23662
2409	13149	23652
2410	13153	23644
2411	13156	23634
2412	13160	23626
2413	13163	23617
2414	13167	23609
2415	13171	23600
2416	13175	23592
2417	13178	23582
2418	13181	23573
2419	13185	23564
2420	13188	23554
2421	13190	23544
2422	13196	23538
2423	13199	23529
2424	13203	23520
2425	13206	23511
2426	13210	23502
2427	13213	23493
2428	13216	23483
2429	13219	23474
2430	13223	23465
2431	13226	23456
2432	13229	23447
2433	13232	23437
2434	13235	23427
2435	13238	23417
2436	13241	23407
2437	13244	23398
2438	13248	23389
2439	13251	23379
2440	13254	23370
2441	13257	23361
2442	13260	23351
2443	13263	23342
2444	13266	23332
2445	13269	23322
2446	13272	23313
2447	13279	23309
2448	13283	23302
2449	13287	23293
2450	13290	23284
2451	13293	23274
2452	13296	23265
2453	13300	23256
2454	13303	23246
2455	13305	23236
2456	13309	23227
2457	13312	23218
2458	13315	23208
2459	13318	23199
2460	13321	23189
2461	13324	23180
2462	13327	23170
2463	13331	23161
2464	13334	23152
2465	13337	23143
2466	13340	23134
2467	13344	23125
2468	13347	23115
2469	13349	23105
2470	13352	23094
2471	13355	23086
2472	13358	23076
2473	13361	23066
2474	13364	23056
2475	13367	23047
2476	13370	23038
2477	13373	23028
2478	13376	23019
2479	13379	23009
2480	13383	23001
2481	13386	22991
2482	13389	22982
2483	13393	22974
2484	13396	22965
2485	13399	22956
2486	13403	22947
2487	13406	22939
2488	13409	22929
2489	13413	22920
2490	13416	22911
2491	13419	22902
2492	13423	22894
2493	13426	22884
2494	13429	22875
2495	13432	22866
2496	13435	22857
2497	13438	22848
2498	13441	22838
2499	13445	22830
2500	13448	22820
2501	13451	22811
2502	13455	22803
2503	13458	22793
2504	13461	22785
2505	13464	22775
2506	13467	22766
2507	13470	22756
2508	13473	22747
2509	13477	22739
2510	13480	22729
2511	13483	22721
2512	13487	22713
2513	13490	22704
2514	13493	22695
2515	13497	22687
2516	13500	22678
2517	13503	22668
2518	13507	22661
2519	13511	22653
2520	13514	22644
2521	13518	22635
2522	13521	22626
2523	13524	22618
2524	13529	22610
2525	13532	22601
2526	13535	22593
2527	13539	22584
2528	13542	22576
2529	13545	22567
2530	13549	22559
2531	13553	22552
2532	13557	22544
2533	13560	22534
2534	13563	22525
2535	13567	22517
2536	13570	22509
2537	13573	22500
2538	13577	22492
2539	13580	22482
2540	13583	22473
2541	13586	22464
2542	13589	22455
2543	13592	22445
2544	13595	22435
2545	13598	22427
2546	13602	22419
2547	13605	22409
2548	13608	22401
2549	13613	22394
2550	13617	22387
2551	13620	22378
2552	13623	22370
2553	13627	22361
2554	13630	22353
2555	13633	22344
2556	13637	22336
2557	13641	22328
2558	13645	22321
2559	13648	22312
2560	13653	22305
2561	13656	22297
2562	13660	22289
2563	13663	22281
2564	13667	22272
2565	13670	22263
2566	13673	22254
2567	13676	22245
2568	13679	22237
2569	13683	22228
2570	13685	22218
2571	13688	22209
2572	13692	22201
2573	13694	22191
2574	13698	22183
2575	13701	22174
2576	13704	22165
2577	13707	22155
2578	13710	22147
2579	13713	22137
2580	13715	22127
2581	13718	22119
2582	13721	22109
2583	13724	22100
2584	13727	22091
2585	13730	22081
2586	13733	22073
2587	13736	22063
2588	13739	22055
2589	13742	22046
2590	13745	22036
2591	13748	22028
2592	13751	22019
2593	13754	22010
2594	13757	22001
2595	13760	21991
2596	13762	21982
2597	13765	21972
2598	13768	21963
2599	13771	21954
2600	13773	21944
2601	13776	21936
2602	13780	21928
2603	13784	21920
2604	13787	21911
2605	13790	21903
2606	13793	21894
2607	13797	21886
2608	13800	21877
2609	13803	21868
2610	13805	21858
2611	13809	21850
2612	13813	21844
2613	13816	21834
2614	13819	21826
2615	13823	21819
2616	13826	21809
2617	13829	21801
2618	13832	21792
2619	13835	21782
2620	13838	21773
2621	13841	21765
2622	13844	21756
2623	13847	21747
2624	13850	21738
2625	13853	21729
2626	13856	21721
2627	13859	21712
2628	13862	21703
2629	13865	21695
2630	13869	21686
2631	13872	21678
2632	13875	21669
2633	13878	21660
2634	13881	21651
2635	13884	21642
2636	13887	21633
2637	13890	21624
2638	13893	21616
2639	13895	21606
2640	13898	21598
2641	13902	21590
2642	13905	21581
2643	13908	21573
2644	13911	21564
2645	13914	21555
2646	13918	21547
2647	13920	21538
2648	13923	21529
2649	13926	21520
2650	13930	21513
2651	13934	21505
2652	13937	21496
2653	13940	21487
2654	13943	21479
2655	13945	21470
2656	13949	21462
2657	13952	21453
2658	13954	21444
2659	13957	21434
2660	13961	21426
2661	13964	21418
2662	13967	21409
2663	13970	21401
2664	13973	21393
2665	13976	21384
2666	13980	21376
2667	13983	21368
2668	13986	21359
2669	13990	21352
2670	13994	21345
2671	13997	21336
2672	14000	21328
2673	14003	21320
2674	14008	21313
2675	14012	21306
2676	14015	21297
2677	14017	21288
2678	14020	21279
2679	14024	21272
2680	14028	21265
2681	14032	21257
2682	14035	21249
2683	14039	21242
2684	14042	21233
2685	14045	21225
2686	14050	21220
2687	14055	21214
2688	14058	21206
2689	14062	21198
2690	14064	21188
2691	14068	21180
2692	14071	21172
2693	14075	21165
2694	14078	21156
2695	14081	21148
2696	14084	21140
2697	14088	21132
2698	14091	21124
2699	14094	21116
2700	14097	21107
2701	14101	21099
2702	14104	21091
2703	14107	21082
2704	14109	21073
2705	14112	21064
2706	14116	21057
2707	14119	21048
2708	14122	21040
2709	14125	21031
2710	14128	21023
2711	14131	21014
2712	14134	21006
2713	14138	20998
2714	14141	20990
2715	14143	20981
2716	14147	20973
2717	14151	20966
2718	14153	20957
2719	14156	20948
2720	14159	20940
2721	14163	20932
2722	14167	20925
2723	14171	20919
2724	14175	20911
2725	14178	20903
2726	14181	20894
2727	14185	20887
2728	14188	20879
2729	14191	20871
2730	14194	20862
2731	14197	20854
2732	14200	20846
2733	14203	20837
2734	14205	20827
2735	14208	20819
2736	14211	20811
2737	14214	20802
2738	14217	20793
2739	14219	20784
2740	14223	20776
2741	14225	20768
2742	14229	20760
2743	14231	20750
2744	14234	20741
2745	14237	20733
2746	14240	20725
2747	14243	20716
2748	14246	20708
2749	14248	20699
2750	14251	20691
2751	14254	20682
2752	14257	20674
2753	14260	20665
2754	14263	20657
2755	14266	20648
2756	14269	20640
2757	14271	20631
2758	14275	20623
2759	14277	20615
2760	14280	20606
2761	14283	20598
2762	14287	20590
2763	14290	20582
2764	14293	20574
2765	14296	20566
2766	14299	20557
2767	14302	20549
2768	14305	20540
2769	14308	20532
2770	14311	20524
2771	14314	20515
2772	14317	20507
2773	14320	20499
2774	14323	20491
2775	14326	20483
2776	14329	20475
2777	14332	20466
2778	14335	20458
2779	14338	20450
2780	14341	20442
2781	14344	20434
2782	14347	20425
2783	14349	20416
2784	14353	20408
2785	14356	20400
2786	14359	20392
2787	14361	20383
2788	14365	20376
2789	14367	20367
2790	14370	20359
2791	14373	20350
2792	14377	20343
2793	14379	20334
2794	14382	20326
2795	14385	20318
2796	14388	20310
2797	14391	20301
2798	14394	20293
2799	14398	20286
2800	14401	20278
2801	14404	20270
2802	14407	20262
2803	14410	20254
2804	14414	20247
2805	14417	20238
2806	14420	20230
2807	14423	20223
2808	14427	20215
2809	14430	20207
2810	14433	20200
2811	14438	20193
2812	14441	20185
2813	14444	20178
2814	14447	20169
2815	14450	20161
2816	14452	20153
2817	14456	20146
2818	14459	20137
2819	14462	20129
2820	14465	20120
2821	14468	20113
2822	14471	20105
2823	14475	20097
2824	14478	20089
2825	14481	20082
2826	14484	20074
2827	14487	20066
2828	14490	20058
2829	14493	20050
2830	14496	20042
2831	14500	20034
2832	14502	20026
2833	14505	20018
2834	14508	20009
2835	14512	20003
2836	14515	19995
2837	14518	19987
2838	14521	19979
2839	14524	19971
2840	14527	19962
2841	14530	19954
2842	14533	19947
2843	14536	19939
2844	14539	19931
2845	14543	19923
2846	14546	19915
2847	14548	19907
2848	14551	19898
2849	14554	19890
2850	14557	19882
2851	14560	19875
2852	14563	19866
2853	14565	19858
2854	14568	19850
2855	14571	19841
2856	14574	19833
2857	14577	19826
2858	14581	19819
2859	14584	19810
2860	14587	19803
2861	14590	19796
2862	14593	19788
2863	14597	19780
2864	14600	19772
2865	14603	19765
2866	14606	19757
2867	14609	19749
2868	14612	19741
2869	14615	19733
2870	14618	19725
2871	14621	19717
2872	14624	19709
2873	14627	19701
2874	14630	19693
2875	14633	19686
2876	14636	19677
2877	14639	19669
2878	14641	19661
2879	14644	19653
2880	14647	19645
2881	14650	19637
2882	14654	19630
2883	14657	19622
2884	14660	19615
2885	14663	19607
2886	14666	19599
2887	14669	19591
2888	14672	19583
2889	14675	19576
2890	14679	19569
2891	14683	19563
2892	14686	19555
2893	14689	19547
2894	14693	19540
2895	14696	19532
2896	14699	19525
2897	14702	19517
2898	14705	19508
2899	14707	19500
2900	14710	19492
2901	14713	19485
2902	14717	19477
2903	14719	19469
2904	14723	19461
2905	14726	19454
2906	14729	19446
2907	14732	19438
2908	14735	19430
2909	14737	19422
2910	14741	19415
2911	14744	19408
2912	14748	19400
2913	14751	19393
2914	14754	19385
2915	14757	19377
2916	14759	19369
2917	14762	19361
2918	14766	19354
2919	14768	19346
2920	14772	19339
2921	14775	19331
2922	14778	19323
2923	14781	19316
2924	14784	19308
2925	14788	19301
2926	14790	19293
2927	14793	19285
2928	14797	19278
2929	14800	19270
2930	14803	19263
2931	14806	19255
2932	14809	19247
2933	14813	19241
2934	14816	19234
2935	14820	19226
2936	14823	19219
2937	14826	19211
2938	14829	19204
2939	14832	19196
2940	14835	19188
2941	14838	19181
2942	14841	19173
2943	14844	19165
2944	14847	19158
2945	14850	19150
2946	14853	19142
2947	14856	19135
2948	14859	19127
2949	14863	19120
2950	14866	19113
2951	14869	19105
2952	14872	19097
2953	14875	19089
2954	14878	19082
2955	14881	19074
2956	14884	19067
2957	14888	19060
2958	14891	19053
2959	14894	19045
2960	14897	19038
2961	14901	19031
2962	14904	19023
2963	14906	19015
2964	14910	19008
2965	14913	19001
2966	14916	18993
2967	14919	18986
2968	14922	18978
2969	14925	18971
2970	14928	18963
2971	14931	18956
2972	14935	18949
2973	14938	18942
2974	14943	18937
2975	14947	18929
2976	14950	18922
2977	14953	18915
2978	14957	18909
2979	14961	18902
2980	14964	18894
2981	14967	18887
2982	14971	18881
2983	14974	18873
2984	14978	18867
2985	14981	18860
2986	14985	18853
2987	14988	18846
2988	14992	18839
2989	14995	18831
2990	14998	18825
2991	15001	18817
2992	15005	18810
2993	15008	18803
2994	15011	18795
2995	15015	18789
2996	15019	18783
2997	15023	18776
2998	15026	18769
2999	15029	18761
3000	15032	18754
3001	15035	18746
3002	15038	18739
3003	15041	18732
3004	15045	18725
3005	15048	18717
3006	15051	18710
3007	15053	18702
3008	15057	18695
3009	15061	18688
3010	15064	18681
3011	15067	18674
3012	15071	18667
3013	15073	18659
3014	15077	18652
3015	15080	18645
3016	15083	18637
3017	15085	18630
3018	15088	18622
3019	15091	18614
3020	15094	18607
3021	15097	18599
3022	15100	18592
3023	15103	18585
3024	15107	18578
3025	15110	18571
3026	15113	18563
3027	15117	18557
3028	15120	18550
3029	15123	18542
3030	15125	18534
3031	15129	18527
3032	15132	18520
3033	15136	18513
3034	15138	18505
3035	15142	18498
3036	15145	18491
3037	15148	18484
3038	15154	18480
3039	15157	18473
3040	15160	18465
3041	15163	18458
3042	15166	18450
3043	15169	18443
3044	15171	18435
3045	15175	18428
3046	15178	18420
3047	15180	18413
3048	15183	18405
3049	15186	18398
3050	15189	18391
3051	15192	18383
3052	15196	18377
3053	15199	18369
3054	15202	18361
3055	15205	18354
3056	15214	18354
3057	15217	18347
3058	15220	18340
3059	15223	18332
3060	15226	18325
3061	15228	18317
3062	15232	18310
3063	15235	18303
3064	15237	18295
3065	15240	18287
3066	15243	18280
3067	15247	18273
3068	15250	18266
3069	15253	18258
3070	15256	18251
3071	15259	18244
3072	15262	18237
3073	15264	18229
3074	15267	18221
3075	15270	18214
3076	15273	18206
3077	15276	18199
3078	15280	18193
3079	15282	18185
3080	15286	18178
3081	15290	18172
3082	15293	18166
3083	15297	18159
3084	15300	18152
3085	15304	18145
3086	15307	18138
3087	15310	18131
3088	15313	18124
3089	15316	18117
3090	15319	18109
3091	15322	18102
3092	15324	18094
3093	15328	18087
3094	15330	18079
3095	15333	18072
3096	15336	18065
3097	15339	18058
3098	15343	18051
3099	15345	18043
3100	15349	18036
3101	15352	18030
3102	15355	18022
3103	15358	18015
3104	15361	18008
3105	15363	18000
3106	15366	17993
3107	15370	17986
3108	15373	17979
3109	15376	17972
3110	15379	17965
3111	15383	17958
3112	15386	17951
3113	15389	17944
3114	15393	17938
3115	15396	17931
3116	15400	17924
3117	15403	17917
3118	15406	17910
3119	15409	17903
3120	15413	17897
3121	15415	17889
3122	15418	17882
3123	15422	17875
3124	15425	17869
3125	15428	17861
3126	15431	17854
3127	15434	17847
3128	15437	17839
3129	15440	17833
3130	15443	17825
3131	15446	17818
3132	15448	17810
3133	15452	17804
3134	15456	17797
3135	15459	17790
3136	15462	17783
3137	15464	17776
3138	15467	17768
3139	15470	17761
3140	15473	17754
3141	15476	17747
3142	15479	17740
3143	15482	17733
3144	15485	17725
3145	15488	17718
3146	15491	17711
3147	15494	17704
3148	15497	17697
3149	15500	17690
3150	15504	17683
3151	15507	17677
3152	15510	17669
3153	15513	17663
3154	15516	17655
3155	15519	17649
3156	15523	17642
3157	15525	17635
3158	15528	17627
3159	15532	17621
3160	15535	17614
3161	15539	17608
3162	15542	17601
3163	15545	17594
3164	15549	17588
3165	15552	17581
3166	15555	17574
3167	15558	17567
3168	15562	17560
3169	15565	17553
3170	15568	17546
3171	15570	17539
3172	15573	17532
3173	15576	17525
3174	15579	17517
3175	15582	17510
3176	15585	17503
3177	15588	17496
3178	15591	17489
3179	15595	17483
3180	15599	17477
3181	15602	17470
3182	15605	17463
3183	15608	17456
3184	15611	17449
3185	15614	17442
3186	15617	17435
3187	15620	17428
3188	15624	17422
3189	15627	17415
3190	15630	17408
3191	15632	17400
3192	15636	17394
3193	15639	17387
3194	15642	17380
3195	15645	17373
3196	15648	17366
3197	15651	17359
3198	15654	17352
3199	15657	17345
3200	15660	17339
3201	15663	17331
3202	15666	17324
3203	15669	17317
3204	15672	17310
3205	15675	17303
3206	15678	17296
3207	15682	17290
3208	15685	17284
3209	15688	17276
3210	15691	17269
3211	15694	17262
3212	15697	17255
3213	15699	17248
3214	15702	17241
3215	15706	17235
3216	15710	17228
3217	15712	17221
3218	15716	17215
3219	15720	17209
3220	15722	17201
3221	15726	17195
3222	15729	17188
3223	15732	17182
3224	15735	17175
3225	15739	17168
3226	15742	17162
3227	15745	17155
3228	15748	17148
3229	15752	17142
3230	15756	17136
3231	15759	17130
